序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2664,002469,三维化学,7.64,0.13,0.01,206080.0,158098131.5,2.1,7.76,7.6,7.62,7.63,0.95,3.28,25.47,1.9,4957310493.0,4804798376.0,0.0,-0.13,-30.8,4.66
2665,600346,恒力石化,15.29,0.13,0.02,93956.0,143823987.0,1.31,15.4,15.2,15.21,15.27,0.8,0.13,15.81,1.75,107627835728.0,107627835728.0,0.0,0.07,3.8,-0.39
2666,301586,佳力奇,53.52,0.13,0.07,15477.0,83228548.0,3.33,54.58,52.8,53.6,53.45,1.32,7.87,42.37,3.61,4440848921.0,1052874180.0,-0.02,-0.02,-13.87,-5.82
2667,873132,泰鹏智能,15.31,0.13,0.02,14361.0,21950241.77,2.62,15.51,15.11,15.34,15.29,0.58,5.36,62.01,5.12,1268035440.0,410471097.0,-0.07,0.2,-0.71,25.49
2668,002623,亚玛顿,15.39,0.13,0.02,25034.0,38461061.0,2.15,15.51,15.18,15.33,15.37,1.14,1.26,-86.27,0.98,3063571875.0,3057009964.0,0.0,0.07,-12.51,-0.26
2669,000576,甘化科工,7.99,0.13,0.01,100242.0,80301453.0,2.63,8.11,7.9,8.02,7.98,1.32,2.31,130.58,2.17,3486981530.0,3466480588.0,0.0,0.13,5.69,10.06
2670,600980,北矿科技,16.1,0.12,0.02,25914.0,41614635.0,1.68,16.17,15.9,16.08,16.08,0.87,1.48,29.01,2.23,3047142769.0,2828403017.0,0.06,0.12,-0.19,5.37
2671,600177,雅戈尔,8.11,0.12,0.01,181572.0,147332258.0,0.99,8.15,8.07,8.11,8.1,0.99,0.39,11.2,0.92,37496113825.0,37496113825.0,-0.12,-0.12,5.6,-8.88
2672,000408,藏格矿业,33.09,0.12,0.04,88150.0,293833294.57,3.03,33.96,32.96,33.35,33.05,0.76,0.56,21.0,3.96,52296596566.0,52296050581.0,-0.06,0.12,12.59,19.33
2673,600265,景谷林业,16.68,0.12,0.02,6626.0,11102668.0,1.86,16.89,16.58,16.66,16.66,0.91,0.51,-137.43,13.93,2165064000.0,2165064000.0,-0.06,0.24,-3.7,-4.69
2674,001266,宏英智能,25.12,0.12,0.03,28953.0,72922141.0,3.51,25.68,24.8,25.11,25.09,1.0,8.21,-166.91,2.7,2591624371.0,886022592.0,0.24,0.36,10.03,8.46
2675,300998,宁波方正,16.93,0.12,0.02,50904.0,85914242.0,4.02,17.29,16.61,17.19,16.91,0.77,4.73,-104.37,1.82,2322275064.0,1823032219.0,-0.06,-0.35,6.88,13.55
2676,603577,汇金通,8.48,0.12,0.01,45723.0,38617532.0,1.77,8.51,8.36,8.44,8.47,1.2,1.35,20.57,1.52,2875899568.0,2875899568.0,0.12,0.12,0.71,6.13
2677,300641,正丹股份,25.7,0.12,0.03,226283.0,588007013.91,2.45,26.26,25.63,25.97,25.67,1.15,4.25,12.45,5.18,13689935675.0,13682331688.0,0.04,0.04,2.19,3.46
2678,600012,皖通高速,17.19,0.12,0.02,135900.0,232482446.0,2.1,17.34,16.98,17.14,17.17,1.35,1.17,17.51,2.21,28511505900.0,20036664000.0,-0.06,0.12,18.31,-2.61
2679,688328,深科达,17.24,0.12,0.02,34054.0,58257814.0,3.6,17.42,16.8,17.13,17.22,0.79,3.61,-34.3,1.72,1628426526.0,1628426526.0,0.23,0.29,-5.53,15.09
2680,605183,确成股份,17.3,0.12,0.02,27134.0,46920156.0,2.08,17.47,17.11,17.22,17.28,0.96,0.65,14.22,2.26,7194778409.0,7194778409.0,0.35,0.23,-3.19,2.67
2681,601298,青岛港,8.65,0.12,0.01,108710.0,94844317.0,2.43,8.82,8.61,8.67,8.64,1.1,0.2,10.71,1.33,56148015000.0,46641448750.0,0.0,0.12,-1.59,-5.05
2682,301056,森赫股份,8.65,0.12,0.01,24152.0,20812402.92,2.2,8.72,8.53,8.63,8.64,1.02,0.91,21.74,2.71,2307704670.0,2307704670.0,0.0,-0.23,-3.35,5.75
2683,301039,中集车辆,8.65,0.12,0.01,135038.0,117119541.95,1.5,8.73,8.6,8.64,8.64,1.02,0.93,14.43,1.15,16211176233.0,12574332000.0,-0.12,0.0,-15.44,-4.42
2684,002825,纳尔股份,8.65,0.12,0.01,89119.0,77131170.24,2.55,8.78,8.56,8.6,8.64,1.3,3.42,20.63,1.97,2958548047.0,2253386346.0,0.12,0.12,7.99,10.61
2685,603633,徕木股份,8.82,0.11,0.01,145326.0,127235893.0,2.95,8.89,8.63,8.89,8.81,0.97,3.4,40.28,1.92,3764471415.0,3764471415.0,0.0,0.11,9.16,7.96
2686,603237,五芳斋,17.98,0.11,0.02,10359.0,18618963.0,1.39,18.07,17.82,17.82,17.96,0.65,0.85,12.71,1.98,3564958015.0,2191324043.0,0.11,0.0,-1.43,-2.28
2687,603289,泰瑞机器,9.1,0.11,0.01,29805.0,27065048.0,1.98,9.18,9.0,9.09,9.09,1.01,1.02,45.62,1.92,2669536424.0,2669536424.0,0.11,0.22,1.34,10.3
2688,600461,洪城环境,9.13,0.11,0.01,94051.0,86063590.0,1.21,9.2,9.09,9.11,9.12,0.88,0.79,9.54,1.3,11724254724.0,10934768824.0,-0.22,-0.11,-5.39,-8.24
2689,002695,煌上煌,9.21,0.11,0.01,71752.0,66019422.0,1.63,9.29,9.14,9.2,9.2,0.73,1.55,48.97,1.85,5129482616.0,4276695799.0,0.11,0.11,15.85,7.97
2690,300817,双飞集团,27.75,0.11,0.03,438128.0,1274094317.4,16.45,31.57,27.01,29.0,27.72,1.75,35.27,92.54,5.96,6057776160.0,3446789760.0,0.14,0.11,102.11,100.07
2691,300124,汇川技术,74.0,0.11,0.08,422881.0,3122214078.31,3.64,75.29,72.6,74.25,73.92,0.83,1.85,44.55,7.37,199226217912.0,168781710450.0,0.0,0.04,21.55,26.32
2692,600999,招商证券,18.58,0.11,0.02,238680.0,446133364.0,2.37,18.93,18.49,18.5,18.56,1.28,0.32,15.59,1.24,161581468055.0,137900857954.0,0.0,0.11,-6.63,-3.03
2693,831039,国义招标,9.34,0.11,0.01,20126.0,18809749.56,2.25,9.46,9.25,9.32,9.33,0.94,1.31,19.37,2.69,1436678800.0,1436677866.0,0.0,0.54,-10.71,22.89
2694,601231,环旭电子,18.84,0.11,0.02,374269.0,700644313.0,3.99,19.0,18.25,18.7,18.82,0.78,1.71,24.97,2.35,41270083819.0,41270083819.0,-0.48,-0.37,26.87,14.18
2695,300456,赛微电子,18.9,0.11,0.02,237135.0,444870771.94,2.28,18.98,18.55,18.78,18.88,1.0,4.0,-88.13,2.75,13838828233.0,11217085324.0,0.0,0.05,-5.41,10.01
2696,603221,爱丽家居,9.46,0.11,0.01,27672.0,26177678.0,1.69,9.57,9.41,9.45,9.45,0.99,1.15,18.55,1.5,2313726800.0,2270400000.0,0.11,0.11,-3.47,3.61
2697,688528,秦川物联,9.49,0.11,0.01,15386.0,14595570.0,3.9,9.64,9.27,9.54,9.48,1.33,0.92,-28.52,2.8,1594320000.0,1594320000.0,-0.11,0.21,-12.7,8.46
2698,001215,千味央厨,29.31,0.1,0.03,28975.0,85446650.37,2.42,29.82,29.11,29.2,29.28,0.9,2.92,26.76,1.63,2909402809.0,2905336721.0,0.03,0.31,-14.25,-4.47
2699,601225,陕西煤业,19.55,0.1,0.02,498505.0,970287124.0,2.15,19.67,19.25,19.39,19.53,1.06,0.51,8.92,2.0,189537250000.0,189537250000.0,0.0,0.15,-18.37,-15.59
2700,600513,联环药业,9.83,0.1,0.01,64924.0,63570109.0,1.63,9.88,9.72,9.79,9.82,0.87,2.27,22.7,2.0,2806035134.0,2806035134.0,0.0,0.1,-7.18,-0.81
2701,600671,ST目药,9.88,0.1,0.01,11089.0,10909371.0,1.22,9.92,9.8,9.82,9.87,1.03,0.91,-244.18,35.98,1203175384.0,1202598866.0,0.0,0.51,8.93,12.53
2702,603693,江苏新能,9.92,0.1,0.01,30226.0,29957933.0,1.21,9.97,9.85,9.91,9.91,0.91,0.34,15.65,1.32,8843440730.0,8843440730.0,0.1,0.1,-3.69,0.71
2703,000831,中国稀土,30.23,0.1,0.03,222285.0,673537659.89,2.42,30.66,29.93,30.2,30.2,0.73,2.09,-118.53,7.01,32080704996.0,32080704996.0,-0.03,-0.03,-4.85,7.77
2704,000014,沙河股份,10.14,0.1,0.01,59122.0,59816596.4,2.67,10.25,9.98,10.09,10.13,1.13,2.44,39.27,1.48,2454348711.0,2454348711.0,0.0,0.0,-11.21,-7.73
2705,688556,高测股份,10.33,0.1,0.01,101346.0,104250308.0,2.62,10.43,10.16,10.28,10.32,1.17,1.85,20.63,1.48,5648123832.0,5648123832.0,0.0,0.1,-24.32,-7.6
2706,688113,联测科技,31.05,0.1,0.03,6103.0,18895128.0,3.0,31.44,30.51,31.02,31.02,0.95,0.95,27.11,2.22,1999544207.0,1999544207.0,0.0,0.16,-3.45,9.83
2707,603960,克来机电,20.92,0.1,0.02,93599.0,195279020.0,2.82,21.1,20.51,20.98,20.9,0.86,3.57,121.97,5.07,5502451620.0,5485180068.0,0.0,0.05,-7.43,5.13
2708,603918,金桥信息,21.15,0.09,0.02,611650.0,1292258930.0,5.73,21.73,20.52,21.0,21.13,0.61,16.7,-80.57,7.5,7751959885.0,7745735440.0,0.0,1.1,44.66,66.27
2709,600410,华胜天成,10.6,0.09,0.01,2062056.0,2225176590.0,7.93,11.24,10.4,10.68,10.59,0.74,18.81,-40.73,2.84,11622843640.0,11622843640.0,0.09,0.09,68.52,46.41
2710,300812,易天股份,21.48,0.09,0.02,33866.0,72285576.06,2.38,21.57,21.06,21.48,21.46,0.84,3.65,-161.92,3.46,3010143383.0,1991245554.0,0.0,0.0,-18.2,-2.54
2711,000411,英特集团,10.74,0.09,0.01,27142.0,28983095.83,1.21,10.75,10.62,10.66,10.73,0.74,0.84,11.85,1.28,5607907507.0,3466314948.0,0.0,0.28,-1.83,0.85
2712,605337,李子园,10.75,0.09,0.01,56929.0,61360315.0,1.86,10.89,10.69,10.7,10.74,0.84,1.44,20.22,2.58,4240155137.0,4240155137.0,0.0,0.09,-2.18,-4.78
2713,834770,艾能聚,21.77,0.09,0.02,81752.0,178750218.52,6.76,22.5,21.03,22.15,21.75,0.77,9.98,51.69,4.81,2832977450.0,1782828026.0,0.55,0.93,-12.54,39.11
2714,600977,中国电影,11.14,0.09,0.01,237511.0,266037015.0,2.16,11.33,11.09,11.13,11.13,0.76,1.27,72.36,1.88,20798380000.0,20798380000.0,0.09,-0.09,-4.62,-3.8
2715,688616,西力科技,11.15,0.09,0.01,18898.0,20991003.0,2.33,11.23,10.97,11.23,11.14,0.92,1.05,20.02,2.47,2000067655.0,2000067655.0,0.09,0.45,-2.45,7.31
2716,300075,数字政通,22.36,0.09,0.02,996288.0,2169314352.02,6.31,22.36,20.95,21.38,22.34,0.99,19.37,508.01,3.5,13888470333.0,11501776633.0,0.22,0.45,20.86,29.25
2717,603187,海容冷链,11.31,0.09,0.01,27665.0,31182957.0,0.8,11.31,11.22,11.29,11.3,0.84,0.72,12.05,1.08,4370366170.0,4370366170.0,0.09,0.18,-0.96,1.07
2718,600420,国药现代,11.33,0.09,0.01,111003.0,126069597.0,1.59,11.43,11.25,11.3,11.32,0.95,0.83,11.94,1.16,15195486600.0,15195486600.0,0.0,0.0,-10.65,-5.11
2719,300771,智莱科技,11.44,0.09,0.01,52122.0,59471755.0,2.62,11.55,11.25,11.38,11.43,0.95,2.88,62.26,1.43,2745600000.0,2072918139.0,0.0,0.09,-0.26,8.75
2720,002106,莱宝高科,11.54,0.09,0.01,218955.0,251613429.11,1.65,11.58,11.39,11.5,11.53,0.96,3.11,19.77,1.52,8145118486.0,8124746463.0,0.0,0.09,-3.11,5.77
2721,000922,佳电股份,11.6,0.09,0.01,111497.0,128878988.97,1.64,11.66,11.47,11.6,11.59,0.74,1.9,25.01,2.1,6883771215.0,6812897535.0,-0.09,0.17,-5.54,2.75
2722,300965,*ST恒宇,35.0,0.09,0.03,1839.0,6430859.6,0.8,35.1,34.82,34.82,34.97,1.07,1.12,81.84,1.71,2100000000.0,575006250.0,-0.03,0.06,4.17,-2.26
2723,603977,国泰集团,11.76,0.09,0.01,123249.0,144656730.0,2.64,11.91,11.6,11.75,11.75,0.75,1.98,25.07,2.24,7305803897.0,7305803897.0,-0.17,0.09,-12.69,-9.19
2724,688268,华特气体,48.16,0.08,0.04,19192.0,92355944.0,1.77,48.58,47.73,48.3,48.12,1.0,1.6,32.77,3.34,5797751280.0,5789949360.0,0.02,0.04,-9.13,4.88
2725,603589,口子窖,36.35,0.08,0.03,65231.0,237737560.0,1.79,36.75,36.1,36.28,36.32,1.37,1.09,12.48,2.15,21810000000.0,21741642807.0,0.0,0.06,-11.73,-7.36
2726,600508,上海能源,12.19,0.08,0.01,41778.0,50908402.0,0.9,12.23,12.12,12.17,12.18,0.94,0.58,10.56,0.68,8809932420.0,8809932420.0,-0.08,0.0,-15.17,-7.86
2727,600893,航发动力,36.89,0.08,0.03,180553.0,667022624.0,2.22,37.34,36.52,36.88,36.86,0.88,0.68,101.56,2.47,98333771440.0,98316452323.0,-0.05,-0.03,-12.79,-11.0
2728,002981,朝阳科技,24.65,0.08,0.02,30002.0,73782396.67,3.45,25.08,24.23,24.66,24.63,1.52,2.51,33.01,3.36,3333989285.0,2945751785.0,0.04,0.08,-10.49,5.7
2729,300919,中伟股份,37.05,0.08,0.03,106239.0,395325069.41,2.86,37.78,36.72,37.77,37.02,1.23,1.17,19.67,1.74,34719177609.0,33708749527.0,0.05,0.08,-10.38,2.57
2730,600345,长江通信,25.23,0.08,0.02,94368.0,236856972.0,5.67,25.81,24.38,25.22,25.21,1.21,4.46,125.27,2.41,8316114090.0,5337641063.0,0.04,0.08,-13.89,9.13
2731,300592,华凯易佰,12.78,0.08,0.01,120315.0,152594473.58,2.51,12.89,12.57,12.87,12.77,0.86,3.28,20.5,2.33,5173930206.0,4682553660.0,0.0,0.16,-10.19,-10.5
2732,601717,郑煤机,12.79,0.08,0.01,220948.0,282467689.0,1.17,12.86,12.71,12.79,12.78,0.82,1.43,5.6,1.04,22835265105.0,19724299687.0,0.0,-0.08,-0.7,-1.46
2733,688196,卓越新能,38.4,0.08,0.03,8842.0,33970796.0,2.92,38.97,37.85,38.36,38.37,0.49,0.74,37.42,1.69,4608000000.0,4608000000.0,-0.23,-0.1,3.5,14.32
2734,601098,中南传媒,12.99,0.08,0.01,209970.0,272664067.0,2.62,13.16,12.82,12.95,12.98,1.46,1.17,18.29,1.54,23330040000.0,23330040000.0,-0.15,0.0,4.84,-13.46
2735,002056,横店东磁,13.04,0.08,0.01,160661.0,209357043.06,1.77,13.13,12.9,13.05,13.03,0.95,0.99,17.17,2.31,21212325445.0,21190756437.0,-0.08,0.0,-6.12,0.62
2736,600367,红星发展,13.08,0.08,0.01,94425.0,123024687.0,2.3,13.17,12.87,13.07,13.07,0.93,2.93,58.21,1.89,4461992198.0,4211409221.0,-0.08,-0.08,-0.91,13.34
2737,601595,上海电影,26.6,0.08,0.02,178939.0,485939730.0,6.96,27.85,26.0,26.0,26.58,1.61,3.99,83.25,6.99,11922120000.0,11922120000.0,0.0,0.0,-12.53,7.69
2738,000625,长安汽车,13.33,0.08,0.01,956163.0,1276680007.43,1.88,13.48,13.23,13.29,13.32,1.03,1.16,27.69,1.82,132154767180.0,109564538736.0,0.0,0.15,-9.99,-0.22
2739,603538,美诺华,13.45,0.07,0.01,33214.0,44694457.0,1.56,13.57,13.36,13.46,13.44,0.87,1.56,34.86,1.4,2940273901.0,2869065566.0,0.0,0.0,-3.03,5.82
2740,002940,昂利康,13.51,0.07,0.01,16296.0,21990163.65,1.56,13.62,13.41,13.5,13.5,0.83,0.88,40.93,1.81,2725347793.0,2503071559.0,0.15,0.0,-4.52,2.5
2741,002864,盘龙药业,27.34,0.07,0.02,26363.0,72033327.38,1.72,27.52,27.05,27.32,27.32,0.84,3.56,24.33,1.81,2905721446.0,2022738253.0,0.0,0.04,-4.14,-9.95
2742,002718,友邦吊顶,13.72,0.07,0.01,24267.0,33431150.5,1.9,13.92,13.66,13.7,13.71,0.92,3.72,-37.85,1.83,1803464214.0,894654528.0,-0.22,-0.15,1.86,12.18
2743,002946,新乳业,13.83,0.07,0.01,79724.0,110935283.0,3.55,14.24,13.75,13.83,13.82,1.09,0.94,18.85,4.06,11903120258.0,11777319632.0,0.0,-0.22,8.73,-4.49
2744,603079,圣达生物,13.98,0.07,0.01,38676.0,53949556.0,2.29,14.12,13.8,13.91,13.97,0.78,2.26,82.8,1.91,2393221633.0,2393221633.0,0.0,0.07,-27.49,3.79
2745,300845,捷安高科,14.01,0.07,0.01,47689.0,66790718.8,4.14,14.38,13.8,13.91,14.0,1.07,4.66,172.44,2.59,2043959081.0,1433686339.0,0.14,0.21,-1.96,9.37
2746,301246,宏源药业,14.28,0.07,0.01,36057.0,51257807.12,2.03,14.37,14.08,14.19,14.27,0.99,2.24,118.53,1.31,5712097104.0,2298317448.0,-0.07,0.0,-13.24,5.54
2747,301006,迈拓股份,14.33,0.07,0.01,13411.0,19183560.0,2.37,14.48,14.14,14.39,14.32,1.21,1.56,33.17,1.64,1995882400.0,1233613813.0,0.35,0.49,-6.28,8.73
2748,600522,中天科技,14.44,0.07,0.01,1433680.0,2072689442.0,2.36,14.62,14.28,14.52,14.43,1.23,4.2,16.0,1.41,49282992975.0,49282992975.0,0.0,0.0,-11.52,0.84
2749,301277,新天地,14.54,0.07,0.01,26369.0,38140216.1,1.45,14.58,14.37,14.5,14.53,0.89,3.65,21.54,2.7,4072014240.0,1049148240.0,-0.07,0.0,-3.84,5.13
2750,300889,爱克股份,15.1,0.07,0.01,24770.0,37085995.0,1.59,15.12,14.88,15.12,15.09,0.94,2.53,-24.99,1.54,2355600000.0,1475622963.0,0.0,0.07,7.93,9.5
2751,000962,东方钽业,15.21,0.07,0.01,181189.0,277038415.97,2.89,15.51,15.07,15.18,15.2,0.97,3.66,36.91,3.03,7680567265.0,7538868411.0,0.07,0.13,4.39,11.02
2752,301111,粤万年青,16.13,0.06,0.01,20369.0,32618530.0,1.92,16.17,15.86,16.13,16.12,0.87,1.27,137.27,3.33,2580800000.0,2580800000.0,0.0,0.06,-13.05,-0.92
2753,600312,平高电气,16.27,0.06,0.01,189434.0,309027313.0,2.28,16.48,16.11,16.28,16.26,1.05,1.4,19.32,2.14,22077109697.0,22077109697.0,-0.12,-0.06,-10.31,-14.91
2754,301079,邵阳液压,16.35,0.06,0.01,31888.0,51835190.0,3.06,16.51,16.01,16.29,16.34,0.87,4.63,79.18,3.65,1787678900.0,1127035322.0,0.25,0.43,-8.61,7.28
2755,603726,朗迪集团,16.38,0.06,0.01,22889.0,37359070.0,1.83,16.46,16.16,16.32,16.37,1.01,1.24,17.16,2.43,3040966656.0,3013939656.0,0.0,0.0,-14.24,3.61
2756,600612,老凤祥,51.68,0.06,0.03,13389.0,69079951.0,1.45,52.0,51.25,52.0,51.65,0.77,0.42,11.42,2.19,27034726044.0,16388225678.0,-0.06,-0.06,-0.21,-4.77
2757,300829,金丹科技,17.51,0.06,0.01,54275.0,96696515.04,3.71,18.16,17.51,17.75,17.5,1.09,4.11,24.88,1.85,3368946781.0,2313649268.0,-0.23,-0.4,4.1,-6.81
2758,301004,嘉益股份,106.36,0.06,0.06,4837.0,51305427.0,1.75,107.12,105.26,106.48,106.3,0.7,0.51,15.6,6.58,11047538748.0,10176148605.0,0.0,0.06,2.52,-8.03
2759,002601,龙佰集团,17.78,0.06,0.01,124943.0,223087007.07,1.58,18.02,17.74,17.8,17.77,0.87,0.63,12.41,1.83,42428294092.0,35358299431.0,0.0,-0.06,-4.87,0.62
2760,301002,崧盛股份,17.91,0.06,0.01,26581.0,47280834.7,3.3,18.09,17.5,18.09,17.9,1.63,3.64,88.68,2.78,2200716593.0,1308402334.0,-0.06,0.06,-2.82,5.41
2761,688030,山石网科,18.5,0.05,0.01,28018.0,51765191.0,3.57,18.81,18.15,18.66,18.49,0.81,1.55,-32.66,3.45,3334295127.0,3334295127.0,0.05,0.05,10.71,19.35
2762,688175,高凌信息,18.51,0.05,0.01,20519.0,38067067.0,2.49,18.78,18.32,18.5,18.5,1.45,3.55,-54.27,1.31,2393657670.0,1069452270.0,0.0,-0.11,4.64,7.43
2763,603273,天元智能,18.78,0.05,0.01,48652.0,90788915.0,2.98,18.96,18.4,18.7,18.77,0.91,8.68,115.56,4.69,4024805652.0,1052776752.0,0.0,-0.11,-2.49,13.68
2764,603125,常青科技,19.56,0.05,0.01,16844.0,32892820.0,1.07,19.62,19.41,19.55,19.55,0.9,2.41,26.28,2.39,5461103100.0,1365346680.0,0.15,0.05,1.66,1.88
2765,600872,中炬高新,20.18,0.05,0.01,109380.0,220606371.0,1.24,20.32,20.07,20.1,20.17,1.03,1.42,20.57,3.23,15805427467.0,15558536831.0,0.1,0.1,-9.63,-8.36
2766,300443,金雷股份,20.18,0.05,0.01,63697.0,128663487.0,2.68,20.43,19.89,20.14,20.17,0.85,2.62,32.5,1.07,6460316188.0,4899180228.0,0.05,0.0,-15.1,1.31
2767,300837,浙矿股份,21.67,0.05,0.01,20354.0,44214326.0,4.16,22.25,21.35,22.25,21.66,1.1,2.88,17.98,1.59,2167030446.0,1529526134.0,0.0,-0.05,-3.09,7.49
2768,601137,博威合金,21.86,0.05,0.01,354943.0,775601751.0,2.15,22.1,21.63,22.0,21.85,0.94,4.38,12.13,2.24,17743943482.0,17707218682.0,0.0,0.09,13.91,7.68
2769,001259,利仁科技,22.98,0.04,0.01,9292.0,21326122.0,2.13,23.23,22.74,22.88,22.97,1.14,4.24,125.6,2.35,1691072646.0,503925846.0,0.35,0.09,-7.56,6.39
2770,601138,工业富联,23.21,0.04,0.01,2368703.0,5535768096.0,5.0,23.96,22.8,23.38,23.2,1.22,1.19,19.85,3.02,460916941415.0,460887104844.0,-0.09,0.04,-0.94,7.95
2771,873703,广厦环能,24.52,0.04,0.01,17194.0,42525081.13,4.49,25.3,24.2,24.49,24.51,1.11,5.85,12.84,2.44,2639823200.0,720201440.0,0.04,0.29,-14.36,18.23
2772,688249,晶合集成,24.71,0.04,0.01,297682.0,736400746.0,3.85,25.15,24.2,24.71,24.7,0.96,2.53,133.29,2.37,49571599729.0,29077023504.0,0.04,0.04,-1.0,5.87
2773,301026,浩通科技,28.46,0.04,0.01,14563.0,41599718.0,2.21,28.91,28.28,28.65,28.45,1.34,1.83,24.44,2.17,3225466686.0,2259648211.0,-0.14,-0.04,-3.98,3.87
2774,688539,高华科技,28.64,0.03,0.01,33116.0,94887311.0,3.91,29.29,28.17,28.59,28.63,1.01,3.22,89.41,3.05,5324748800.0,2945933312.0,-0.03,0.0,13.56,12.71
2775,001226,拓山重工,30.28,0.03,0.01,9890.0,29863448.0,1.35,30.39,29.98,30.27,30.27,0.53,5.3,110.56,3.07,2260907676.0,565227676.0,0.03,0.3,17.36,10.71
2776,600309,万华化学,68.1,0.03,0.02,191015.0,1302551121.0,1.42,68.67,67.7,67.8,68.08,0.84,0.61,14.46,2.29,213816745231.0,213816745231.0,-0.03,0.03,-11.19,-4.56
2777,688484,南芯科技,37.83,0.03,0.01,99173.0,374844371.0,2.49,38.28,37.34,37.82,37.82,0.95,3.41,53.08,4.1,16095066418.0,11010965382.0,0.32,0.4,5.0,4.97
2778,300657,弘信电子,40.44,0.02,0.01,1246008.0,5103308019.97,10.44,43.32,39.1,40.88,40.43,1.03,27.29,270.78,14.88,19749280665.0,18465344715.0,0.0,-0.96,81.51,78.46
2779,920108,宏海科技,18.4,0.0,0.0,26750.0,48942848.33,2.01,18.48,18.11,18.28,18.4,0.71,11.49,29.83,4.89,2208000000.0,428494600.0,0.16,0.71,230.34,230.34
2780,838275,驱动力,7.99,0.0,0.0,77324.0,63903642.91,8.76,8.64,7.94,8.16,7.99,1.37,10.19,103.29,5.48,1280618024.0,606248793.0,0.0,0.13,7.83,23.11
2781,833994,翰博高新,,,,,,,,,,32.9,,0.0,,,,,,,0.0,0.0
2782,833874,泰祥股份,,,,,,,,,,20.13,,0.0,,,,,,,2.55,2.55
2783,832317,观典防务,,,,,,,,,,21.88,,0.0,,,,,,,0.0,0.0
2784,831304,迪尔化工,12.87,0.0,0.0,55172.0,71380289.85,3.34,13.16,12.73,12.99,12.87,0.8,7.0,21.19,4.22,2088646560.0,1014527351.0,0.0,0.0,-32.26,-0.46
2785,688555,退市泽达,,,,,,,,,,1.12,,0.0,,,,,,,0.0,0.0
2786,688199,久日新材,16.12,0.0,0.0,13299.0,21379551.0,1.86,16.21,15.91,16.03,16.12,0.87,0.82,-80.78,1.0,2598983286.0,2598983286.0,0.06,0.25,-10.99,7.11
2787,688156,路德环境,14.16,0.0,0.0,17882.0,25533614.0,4.73,14.73,14.06,14.56,14.16,1.53,1.78,-310.56,1.61,1426112463.0,1426112463.0,-0.21,0.21,5.59,4.66
2788,688126,沪硅产业,20.56,0.0,0.0,,,0.0,,,,20.56,,0.0,-78.96,4.36,56481962944.0,55929335083.0,0.0,0.0,-8.66,9.25
2789,688098,申联生物,5.75,0.0,0.0,23158.0,13339203.0,2.43,5.83,5.69,5.75,5.75,1.17,0.56,-125.38,1.62,2361203000.0,2361203000.0,0.17,0.0,4.17,5.12
2790,688086,退市紫晶,,,,,,,,,,0.64,,0.0,,,,,,,0.0,0.0
2791,688076,诺泰生物,50.15,0.0,0.0,55430.0,277159847.0,3.95,50.98,49.0,50.15,50.15,1.19,2.52,23.6,4.33,11021969407.0,11021969407.0,0.02,0.02,-8.44,-3.41
2792,688057,金达莱,11.28,0.0,0.0,13469.0,15205701.0,1.33,11.36,11.21,11.3,11.28,1.52,0.49,21.61,1.0,3113280000.0,3113280000.0,0.09,0.0,-5.84,1.62
2793,605599,菜百股份,11.3,0.0,0.0,49119.0,55479595.0,1.33,11.37,11.22,11.29,11.3,0.51,0.63,11.9,2.3,8788889140.0,8788889140.0,0.09,0.27,0.53,-0.44
2794,605339,南侨食品,16.75,0.0,0.0,24029.0,40382921.0,1.19,16.88,16.68,16.75,16.75,1.03,0.57,35.47,2.09,7106867818.0,7106867818.0,0.0,0.0,-4.29,-1.59
2795,605179,一鸣食品,19.39,0.0,0.0,92587.0,180416132.0,2.73,19.78,19.25,19.39,19.39,0.62,2.31,158.01,7.04,7775390000.0,7775390000.0,0.0,-0.21,89.54,-3.05
2796,603996,退市中新,,,,,,,,,,0.39,,0.0,,,,,,,0.0,0.0
2797,603980,吉华集团,4.92,0.0,0.0,205179.0,100464481.0,2.64,4.97,4.84,4.9,4.92,0.7,3.03,19.48,0.86,3330020131.0,3330020131.0,0.2,0.41,11.82,12.59
2798,603968,醋化股份,10.02,0.0,0.0,25976.0,25890635.0,2.4,10.07,9.83,9.97,10.02,0.68,1.27,-16.6,1.12,2077957620.0,2048889600.0,0.0,0.2,-4.11,8.09
2799,603963,*ST大药,,,,,,,,,,1.18,,0.0,-9.85,0.72,259246000.0,259246000.0,,,-62.89,-51.24
2800,603936,博敏电子,8.62,0.0,0.0,222920.0,192249990.0,2.55,8.75,8.53,8.59,8.62,0.97,3.54,79.97,1.2,5434030794.0,5434030794.0,0.12,0.12,-3.36,2.38
2801,603919,金徽酒,18.41,0.0,0.0,44100.0,81636636.0,2.77,18.72,18.21,18.38,18.41,1.35,0.87,21.03,2.86,9338656545.0,9338656545.0,0.05,0.11,-12.46,-6.07
2802,603880,南卫股份,5.42,0.0,0.0,53851.0,29491545.0,4.61,5.61,5.36,5.42,5.42,0.62,1.86,-88.26,3.43,1566607640.0,1566607640.0,0.0,-0.37,16.56,24.6
